hospital,highest_bill
"and Walter Jackson Kelly,",49021.27
"and Walter Shaw, Cook",690.58
"and Walter, Cruz Miller",26010.50
"and Walter, Lang Jones",36814.57
"and Walters Craig Collins,",23907.48
"and Walters Huff Reed,",38024.36
"and Walters Mcclure, Cox",30402.74
"and Walters Walker, Black",956.96
"and Walters, Mcconnell Figueroa",47865.10
"and Walters, Thomas White",42323.58
"and Walton Rowe, Hubbard",14381.78
"and Walton Sanchez White,",40914.27
"and Walton Sons",45345.62
"and Walton, Aguilar Lopez",44713.93
"and Wang Pruitt Kelley,",15386.67
"and Wang Sons",37625.80
"and Wang, Jackson David",20763.90
"and Wang, Stephens Patton",8966.03
"and Ward Cooper, Wright",5849.25
"and Ward Foster, Wagner",6798.90
"and Ward Hansen Martin,",7965.10
"and Ward Hensley Mcmillan,",15782.65
"and Ward Jones Young,",40615.71
"and Ward Liu, Wilson",21234.28
"and Ward Lucas, Smith",42106.20
"and Ward Morales, Bishop",27941.89
"and Ward Sharp Fitzgerald,",24164.08
"and Ward Smith, Villanueva",46188.62
"and Ward Whitney Jones,",24261.94
"and Ward, Jones Jackson",47913.13
"and Ward, Whitehead Ellison",4353.11
"and Ward, Williamson Johnson",22628.38
"and Ware, Gonzalez Jones",30498.95
"and Ware, Sheppard Gray",10257.51
"and Warner Hahn Gray,",48734.90
"and Warner Hoover Weber,",40948.25
"and Warner, Morgan Jones",38301.94
"and Warner, Price Vasquez",9752.99
"and Warren Hurst, Nelson",28071.48
"and Warren Peck, Hendricks",49103.09
"and Washington Chaney, Weaver",31728.01
"and Washington Hernandez, King",8056.08
"and Washington Morgan Tanner,",33883.73
"and Washington Peterson, Riley",2077.72
"and Washington Scott Butler,",16755.24
"and Washington Sons",23856.15
"and Washington, Henderson Esparza",38611.39
"and Waters Bennett Greene,",5172.06
"and Waters Boyd, Sheppard",42571.79
"and Waters, Williams Daugherty",29508.12
"and Watkins Estrada, Butler",7747.46
"and Watkins, Benson Wilson",5036.92
"and Watkins, Shaw Nguyen",10715.51
"and Watkins, White Montgomery",3225.52
"and Watson Clayton Carr,",44260.87
"and Watson Gill Faulkner,",7165.44
"and Watson Lee, Sexton",14570.38
"and Watson Mcdonald, Davis",29073.42
"and Watson Sims Jenkins,",40404.47
"and Watson Sons",8075.30
"and Watson Vazquez Trevino,",49814.31
"and Watson, Allen Bentley",15693.23
"and Watson, Garcia Davis",8060.24
"and Watts Avery Marquez,",8911.05
"and Watts Butler, Bates",36228.05
"and Watts Gardner Smith,",45150.08
"and Watts Sons",38547.35
"and Watts Terry, Fields",15212.26
"and Weaver Gregory, Murphy",48719.55
"and Weaver Morse, Daniel",32853.04
"and Weaver, Lee Baxter",37519.02
"and Weaver, Williams Harris",1035.22
"and Webb Chandler, Perez",17973.78
"and Webb Knapp Williams,",4439.68
"and Webb Robinson, Hicks",752.03
"and Webb Sons",43960.42
"and Webb Wheeler Fisher,",18664.37
"and Webb, Anderson Garza",17381.17
"and Weber Miles, Nixon",12150.39
"and Weber Sons",41548.41
"and Weber, West Deleon",7316.34
"and Webster Sons",20691.37
"and Webster Wilson, Cook",41832.91
"and Webster, Martinez Wolfe",13574.44
"and Weeks, Green Jordan",9704.07
"and Weiss Hill, Kennedy",36559.08
"and Weiss Sons",10627.69
"and Weiss Thomas, Finley",31272.34
"and Welch Montes, Hayes",1969.28
"and Welch Smith, Thomas",38631.15
"and Wells Huff, Hall",9133.33
"and Wells Larson Malone,",14242.48
"and Wells Mcdonald Frye,",20057.24
"and Wells Murphy, Valdez",39213.71
"and Wells, Acosta Moore",11421.38
"and Wells, Hernandez Salinas",11665.26
"and Wells, Kelly Watson",20961.41
"and Wells, Thomas Kline",38588.97
"and West Andrade, Moody",17192.20
"and West Evans Marquez,",21991.98
"and West Johnson, Morrison",38705.74
"and West Mann, Adams",35439.35
"and West Rodriguez Parks,",9320.81
"and West Smith Peters,",14615.36
"and West Sons",33875.66
"and West Sullivan Wallace,",46179.75
"and West Villanueva, Evans",22921.35
"and West Wilkerson, Foster",26706.75
"and West, Wagner Gonzalez",40445.46
"and Wheeler Armstrong, Vazquez",19522.86
"and Wheeler Garcia Garcia,",6723.34
"and Wheeler Sons",44269.48
"and Wheeler Tran Cole,",12148.03
"and Wheeler, Dawson Scott",21316.71
"and Wheeler, Gates White",45336.52
"and Whitaker Howe, Thomas",14847.61
"and Whitaker, Alexander English",32269.74
"and Whitaker, Long Bryant",43321.41
"and White Anderson Rodriguez,",45313.25
"and White Brown Ball,",35312.63
"and White Brown, Smith",44919.77
"and White Campbell, Castillo",31082.14
"and White Dixon Powers,",48220.02
"and White Harper, Barnes",44945.06
"and White Harris, Aguilar",48936.49
"and White Hodges Johnson,",35118.45
"and White Holmes Smith,",27495.34
"and White King Moore,",2769.30
"and White Leon, Jones",48491.87
"and White Malone Crawford,",31212.57
"and White Pena Mendoza,",22750.92
"and White Rowe Gray,",9445.94
"and White Smith, Carroll",28085.74
"and White Smith, Walls",29032.24
"and White Sons",39848.57
"and White Wilson Morse,",17641.12
"and White, Beck Trevino",41176.36
"and White, Fisher Anderson",4215.42
"and White, Haas Jones",32062.46
"and White, Harris Moore",25072.85
"and White, Johnson Mcgee",18131.48
"and White, Martin Strickland",41989.20
"and White, Pena Lane",24764.74
"and White, Porter Barrett",23803.02
"and White, Sherman Hartman",34705.05
"and White, Stone Frank",13527.80
"and White, Wall Charles",42349.01
"and White, Wall Hurst",4177.72
"and White, Williams Little",8818.83
"and White, Wood Wagner",36636.72
"and Whitehead, Schultz Ramirez",1598.31
"and Wiggins Thornton Cunningham,",24284.35
"and Wilcox Clay Johnson,",39918.60
"and Wilcox, Knox Bates",731.67
"and Wilkerson Roberson, Meyers",46089.01
"and Wilkerson, Rogers Rodriguez",45704.52
"and Wilkins Davis Silva,",46615.40
"and Wilkins Jackson, Everett",31900.46
"and Wilkinson Gonzales, Smith",31514.23
"and Wilkinson Hudson Bennett,",35558.03
"and Williams Adams, Floyd",17038.31
"and Williams Aguilar Jones,",22466.89
"and Williams Austin, Lee",14691.04
"and Williams Baker Patel,",44827.55
"and Williams Brown, Hayes",24369.17
"and Williams Butler, Knight",29677.78
"and Williams Cameron, Gordon",21933.90
"and Williams Chavez, Stark",47643.38
"and Williams Cobb Rivera,",42083.90
"and Williams Davis Smith,",28260.99
"and Williams Davis, Alvarado",42073.88
"and Williams Davis, Fernandez",38049.99
"and Williams Day, Tyler",13419.56
"and Williams Deleon, Washington",13102.68
"and Williams Ellis Schneider,",24220.86
"and Williams Erickson Krause,",39595.88
"and Williams Fowler Horn,",47262.15
"and Williams Garcia, Fletcher",3938.10
"and Williams Garcia, Mathis",4920.01
"and Williams Garza Smith,",9176.55
"and Williams Garza, Herman",38594.42
"and Williams Hammond Hebert,",4690.00
"and Williams Harris Ramos,",12372.37
"and Williams Hart, Lucas",46421.16
"and Williams Holt, Velasquez",24182.01
"and Williams Howard, Walker",11073.66
"and Williams Hunt Wright,",20264.78
"and Williams Leach Flores,",43919.48
"and Williams Lopez Conrad,",39168.64
"and Williams May Burgess,",42292.28
"and Williams Mcknight Brown,",9191.20
"and Williams Miller Hale,",37858.03
"and Williams Miller, Holder",27052.78
"and Williams Miller, Mercer",17941.68
"and Williams Nash Bowman,",14078.55
"and Williams Parks, Meyer",48747.03
"and Williams Perez, Howard",14762.27
"and Williams Phillips Garcia,",31466.05
"and Williams Rodriguez Johnson,",34968.71
"and Williams Rubio, Arroyo",47891.99
"and Williams Salinas, Baker",20435.56
"and Williams Sanchez, Obrien",24890.81
"and Williams Schmidt, Jennings",4903.13
"and Williams Sons",10657.78
"and Williams Stevens Hall,",17665.30
"and Williams Walters Mcbride,",21993.61
"and Williams Wilson, Brown",10173.49
"and Williams, Alexander Thompson",1608.36
"and Williams, Anderson Stout",44615.61
"and Williams, Anthony Diaz",45048.77
"and Williams, Brooks Acevedo",13750.39
"and Williams, Brown Mckenzie",24747.35
"and Williams, Hall Allen",21254.06
"and Williams, Hays Neal",48359.27
"and Williams, Hoover Maldonado",38476.01
"and Williams, Kim Burch",22915.99
"and Williams, Martinez Chambers",15129.54
"and Williams, Mccoy Atkinson",20837.66
"and Williams, Morgan Willis",45033.40
"and Williams, Robertson Wong",47560.78
"and Williams, Ruiz Gonzalez",48315.91
"and Williams, Sandoval Castillo",14162.86
"and Williams, Young Maddox",18842.44
"and Williams, Young Reid",35984.70
"and Williamson Barnes Johnson,",42505.20
"and Williamson Cunningham, Anderson",19229.52
"and Williamson Moore, Hawkins",4753.02
"and Willis Leblanc Turner,",4061.17
"and Willis Mullins, Bowers",1936.70
"and Willis Nunez, Le",28875.68
"and Wilson Bradley Johnson,",20126.51
"and Wilson Doyle, Hill",31038.50
"and Wilson Eaton Sullivan,",43327.72
"and Wilson Garcia Rojas,",44068.67
"and Wilson Glover Smith,",11947.55
"and Wilson Hampton Roberts,",13184.71
"and Wilson Haynes Jensen,",3019.90
"and Wilson Horton, Cortez",20847.53
"and Wilson Johnson, Spencer",17173.29
"and Wilson Jones Velez,",38628.63
"and Wilson Lambert Atkinson,",16965.36
"and Wilson Madden Jimenez,",19560.52
"and Wilson Matthews, Faulkner",40302.00
"and Wilson Mccall, Duke",30471.84
"and Wilson Miller Wagner,",27856.76
"and Wilson Peters Velazquez,",48485.23
"and Wilson Powell, Flynn",23116.92
"and Wilson Santiago, Moore",21094.96
"and Wilson Sons",27961.09
"and Wilson Swanson, Griffin",6157.97
"and Wilson Thompson, Daniel",43700.83
"and Wilson Walters, Chandler",33212.39
"and Wilson Wells, Johnson",4175.57
"and Wilson West Gardner,",3670.68
"and Wilson Williams Estes,",34501.46
"and Wilson Wilson Huang,",32296.29
"and Wilson Wilson, Villarreal",35506.71
"and Wilson Wright, Ryan",42758.23
"and Wilson, Allen Rodriguez",15316.39
"and Wilson, Ball Walsh",797.12
"and Wilson, Bradley Mccoy",25486.68
"and Wilson, Cox Wade",27622.10
"and Wilson, Davis Nguyen",39818.35
"and Wilson, Fowler Warren",12904.67
"and Wilson, Gonzalez Patton",48015.20
"and Wilson, Stevens Grant",8496.05
"and Wilson, Wright Moore",19369.83
"and Winters Sawyer, Williams",15210.48
"and Winters Wagner, Escobar",46993.22
"and Wise Dunlap, Wagner",42749.54
"and Wise Williams Shepherd,",39588.72
"and Wolf Sons",38847.40
"and Wolfe Collins Williams,",25710.52
"and Wolfe Johnson Snow,",47753.23
"and Wolfe Morgan Lloyd,",44355.36
"and Wolfe, Perez Dennis",39794.34
"and Wong, Young Rodriguez",11395.20
"and Wood Contreras Harris,",21399.59
"and Wood Lewis, Monroe",20980.30
"and Wood Mclaughlin Young,",23175.21
"and Wood Rios Graham,",32500.14
"and Wood Sanders, Spencer",17014.97
"and Wood Sons",50104.35
"and Wood Walters, Reid",13826.33
"and Wood, Ryan Lopez",44179.64
"and Wood, Smith Fisher",15571.97
"and Woodard Juarez Martinez,",38940.35
"and Woodard Martin Silva,",3634.53
"and Woodard Martin Wells,",5242.75
"and Woods Guerrero Alexander,",30727.40
"and Woods Lane Cole,",37824.99
"and Woods Liu, Berry",4920.19
"and Woods Moss Petersen,",45385.40
"and Woods Roberts, Green",37590.82
"and Woods Watkins Jackson,",24489.95
"and Woods, French Camacho",10210.21
"and Woods, Rodriguez Williams",6657.35
"and Woodward Allen Lambert,",8193.17
"and Woodward, Hall Baird",50284.53
"and Wright Branch, Mendoza",29292.96
"and Wright Carr, Marshall",26475.31
"and Wright Fox, Sullivan",12885.02
"and Wright Garrett Lewis,",37944.71
"and Wright Garrett Rogers,",42450.21
"and Wright Hughes, Ortiz",12287.92
"and Wright Lopez, Lopez",29539.79
"and Wright Moore, Brown",44563.17
"and Wright Phillips Dunn,",47672.59
"and Wright Robinson, Fuller",36128.15
"and Wright Sons",14910.08
"and Wright Torres, Campbell",10432.95
"and Wright Williams Benjamin,",42626.75
"and Wright, Coffey Eaton",8920.64
"and Wright, Fletcher King",7284.74
"and Wright, Jenkins Norton",45452.42
"and Wright, Johnson Williams",29775.23
"and Wright, Jones Sanders",45637.12
"and Wright, Long Schroeder",34366.00
"and Wright, Pham Nguyen",-855.80
"and Wright, Sims Jenkins",26518.06
"and Wu Baker, Ray",37949.89
"and Wu Sons",43595.90
"and Wu, Johns Elliott",15064.15
"and Wu, Rodriguez Barnes",22580.07
"and Yang Bonilla Nicholson,",10155.41
"and Yang Fox Scott,",32760.47
"and Yang Schultz Monroe,",21300.11
"and Yang, Taylor Lewis",27482.63
"and Yates Moore Hunt,",32860.49
"and Yates Serrano, Henderson",9436.35
"and Yoder Edwards Williams,",45776.58
"and Yoder Hayes Thomas,",30794.35
"and Yoder Peterson, Nunez",38148.57
"and Yoder Sons",37398.40
"and York Jones, Jimenez",26251.72
"and York Reyes Day,",8046.09
"and York, Bell Smith",41673.83
"and York, Martin Martin",22419.20
"and Young Gonzalez Simmons,",7185.43
"and Young Hooper, Brooks",46278.42
"and Young King, Faulkner",39538.47
"and Young Knight, Butler",27245.47
"and Young Malone Doyle,",31698.83
"and Young Powell Mitchell,",28355.45
"and Young Smith, Nguyen",38897.43
"and Young Sons",31980.87
"and Young Sullivan, Ali",9386.64
"and Young Taylor, Ball",4812.78
"and Young Wood, Oliver",39706.23
"and Young, Carpenter Henry",45396.09
"and Young, Dorsey Hill",34751.22
"and Young, Padilla Hunter",5856.57
"and Young, Spencer Byrd",10135.13
"and Young, Torres Figueroa",25126.24
"and Young, White Adams",28893.37
"and Young, Williams Simpson",34109.38
"and Yu Herrera, Harper",13327.61
"and Zhang Brooks, Hamilton",36765.36
"and Zhang Hansen, Davis",46628.25
"and Zhang Heath, Stafford",4723.49
"and Zhang Underwood, Martin",42984.55
"and Zimmerman Carter Brooks,",9706.29
"and Zimmerman Castillo, Santos",34765.98
"and Zimmerman Davenport, Martin",34942.88
"and Zimmerman Sons",32706.65
"and Zuniga Davis Carlson,",42867.04
"and Zuniga Francis Peterson,",33689.63
"and Zuniga Sons",33950.17
"and Zuniga Thompson, Blake",22067.43
"Andersen and Porter Bennett,",34486.64
"Andersen Jenkins Nguyen, and",17972.15
"Andersen LLC",15129.25
Andersen-Jones,9613.69
Andersen-Jordan,11688.91
Andersen-Martinez,40539.63
Andersen-Thompson,39421.11
Andersen-Walker,44969.14
Andersen-Waters,26238.93
"Anderson Allison, Brown and",24366.68
"Anderson and Alvarez Boone,",1421.15
"Anderson and Collins Campos,",13051.16
"Anderson and Cooley Lee,",21552.80
"Anderson and Farley, George",17272.12
"Anderson and Fernandez Burns,",44966.09
"Anderson and Fletcher, Brown",14891.71
"Anderson and Gibson Snyder,",23351.71
"Anderson and Giles Johnson,",1640.90
"Anderson and Higgins Galvan,",13666.28
"Anderson and Howell Fry,",43000.71
"Anderson and Humphrey Diaz,",15802.39
"Anderson and Medina, Sullivan",35041.03
"Anderson and Miller, Day",9347.01
"Anderson and Nichols, Arias",42298.53
"Anderson and Perry, Pacheco",5822.93
"Anderson and Ray Nunez,",27246.79
"Anderson and Sons",37487.32
"Anderson and Sullivan Rivera,",32933.45
"Anderson and Thompson, Santos",41077.48
"Anderson and Webb, Stanton",42592.81
"Anderson Andrews, Henry and",13764.35
"Anderson Avila, and Brown",8817.97
"Anderson Baker, and Gross",13768.02
"Anderson Brown and Manning,",39593.54
"Anderson Carroll Welch, and",19144.57
"Anderson Cochran Smith, and",22350.64
"Anderson Cohen, Orr and",20370.33
"Anderson Craig and Berry,",13751.24
"Anderson Dunn Sanchez, and",42136.91
"Anderson Fischer Thompson, and",36989.22
"Anderson Fleming, and Anderson",43533.23
"Anderson Group",44233.16
"Anderson Hall Johnson, and",9564.36
"Anderson Hess, Ferguson and",22196.51
"Anderson Holmes and Smith,",46318.47
"Anderson Holmes, Meadows and",28047.67
"Anderson Inc",49091.95
"Anderson James, Miller and",44688.53
"Anderson Johnson, and Morgan",46728.09
"Anderson Joseph, and Medina",5147.95
"Anderson Keller Lewis, and",8335.45
"Anderson Kim, Brooks and",49683.08
"Anderson King, White and",2003.84
"Anderson LLC",39127.48
"Anderson Ltd",43832.26
"Anderson Massey Johnson, and",47683.43
"Anderson Moore and Hill,",29895.47
"Anderson Morales and Baker,",12845.49
"Anderson Morris and Ramirez,",42499.62
"Anderson Morrison Hahn, and",17310.18
"Anderson Morse, Torres and",48661.68
"Anderson Morton and Vang,",48065.46
"Anderson Ortiz, Freeman and",14276.57
"Anderson Patel Sanders, and",17057.29
"Anderson Peterson and Jones,",46849.98
"Anderson Peterson, Case and",35079.41
"Anderson PLC",48146.27
"Anderson Price, and Wells",6699.16
"Anderson Richards, and Smith",29768.37
"Anderson Rivera, and Thornton",20170.51
"Anderson Rodriguez, Taylor and",49288.81
"Anderson Ruiz, and Alvarez",21556.40
"Anderson Scott, Ramos and",4541.18
"Anderson Simmons, George and",7252.64
"Anderson Smith, Smith and",32794.88
"Anderson Solis, Spencer and",2200.48
"Anderson Sons and",31725.56
"Anderson Stone Sutton, and",11880.45
"Anderson Walton and Barton,",6562.85
"Anderson Watson Moody, and",14632.64
"Anderson Williams, and Mccarthy",36810.37
"Anderson Wright, and Lucas",37133.12
"Anderson Young, Rodriguez and",22913.29
Anderson-Adams,24710.21
Anderson-Anderson,457.73
Anderson-Ball,-130.87
Anderson-Barnes,19121.65
Anderson-Becker,42605.38
Anderson-Bowen,9467.32
Anderson-Boyd,12226.44
Anderson-Bradley,22423.69
Anderson-Brandt,33139.78
Anderson-Brown,35945.88
Anderson-Campbell,12618.77
Anderson-Chandler,2278.22
Anderson-Chung,9142.57
Anderson-Cohen,45982.64
Anderson-Collins,40056.10
Anderson-Contreras,14024.80
Anderson-Cook,18592.89
Anderson-Cooper,34322.67
Anderson-Cox,24692.84
Anderson-Cruz,3848.90
Anderson-Davis,45720.24
Anderson-Douglas,4434.56
Anderson-Duncan,38218.04
Anderson-Edwards,41555.95
Anderson-Ellis,35913.28
Anderson-Estes,42408.58
Anderson-Estrada,31497.55
Anderson-Forbes,49032.27
Anderson-Fowler,4821.25
Anderson-Francis,18713.48
Anderson-Franklin,14312.65
Anderson-Frederick,7813.11
Anderson-Gaines,46187.25
Anderson-Grant,45422.62
Anderson-Grimes,16992.33
Anderson-Hardy,23552.52
Anderson-Harrell,7018.93
Anderson-Hart,25818.57
Anderson-Hernandez,41450.46
Anderson-Higgins,14763.85
Anderson-Hoover,35877.73
Anderson-Howe,34945.14
Anderson-Jackson,3577.41
Anderson-Jarvis,7740.75
Anderson-Jefferson,5388.22
Anderson-Jenkins,10521.47
Anderson-Jimenez,23265.04
Anderson-Johnson,14358.97
Anderson-Jones,14503.76
Anderson-Jordan,12780.19
Anderson-Lane,46072.74
Anderson-Le,41608.19
Anderson-Lewis,46556.50
Anderson-Lucas,27309.26
Anderson-Marshall,20516.02
Anderson-Martin,29796.85
Anderson-Matthews,46050.26
Anderson-Mckee,12344.45
Anderson-Mckinney,21815.65
Anderson-Melendez,23508.97
Anderson-Mercado,25192.18
Anderson-Miller,33756.59
Anderson-Mitchell,17411.87
Anderson-Moore,31438.48
Anderson-Morales,38063.05
Anderson-Morgan,3494.64
Anderson-Moses,4002.38
Anderson-Mueller,13391.61
Anderson-Mullins,39291.82
Anderson-Norris,47854.59
Anderson-Oconnor,11904.52
Anderson-Olsen,10483.93
Anderson-Oneill,21380.68
Anderson-Patel,46885.34
Anderson-Perez,25601.44
Anderson-Peters,26988.40
Anderson-Peterson,43491.43
Anderson-Phillips,10297.91
Anderson-Pierce,16791.87
Anderson-Ramos,1152.39
Anderson-Reyes,22979.12
Anderson-Richardson,26218.25
Anderson-Rivera,22571.20
Anderson-Roberts,5824.62
Anderson-Sanchez,13840.05
Anderson-Schmitt,10988.63
Anderson-Schroeder,22036.97
Anderson-Silva,15422.11
Anderson-Smith,45515.10
Anderson-Tate,38222.72
Anderson-Thomas,26741.46
Anderson-Thompson,4060.35
Anderson-Warner,2625.19
Anderson-Waters,10014.22
Anderson-West,23581.76
Anderson-White,41704.17
Anderson-Woodward,47783.87
Anderson-Wright,13816.58
Anderson-Young,3847.25
"Anderson, and Cruz Eaton",37304.50
"Anderson, and Frazier Lowery",9016.77
"Anderson, and Hill Kelley",10355.72
"Anderson, and Johnson Greene",28650.76
"Anderson, and Johnson Solomon",33854.68
"Anderson, and Lyons Hart",12471.58
"Anderson, and Matthews Pham",21866.31
"Anderson, and Taylor Price",24664.31
